Id,Data,Titulo,StoryId,LivroId,Rotas,QuantLiked,QuantShared,Html,Discriminator,Versiculo,Posicao,UserModelId,ContentId
11,2025-01-04 17:47:21.1822909,pagina 10,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.ambientes.ambientebrasil.com.br/wp-content/uploads/2020/11/jacare-2645898_1280.jpg"" alt="""" width=""320"" height=""213"" /></p>",Chave,10,NULL,NULL,NULL
12,2025-01-04 17:47:21.1868248,pagina 11,2,1,NULL,0,0,"<p style=""text-align: center;""><iframe title=""UMA CACATUA MUITO LOUCA,  UM TUCANO RESMUNG&Atilde;O E A ARARA AZUL MAIS FOFA DO MUNDO | RICHARD RASMUSSEN"" src=""https://www.youtube.com/embed/KBDUODeW5vI"" width=""320"" height=""560"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",Chave,11,NULL,NULL,NULL
13,2025-01-04 17:47:21.1920559,pagina 12,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://s2-g1.glbimg.com/FR6jrT4gKQuTXit78yN94mCkhes=/0x0:1900x1461/1008x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2019/1/g/BjKNYuSBeVn9zupTRamA/araraazul.jpg"" alt="""" width=""320"" height=""246"" /></p>",Chave,12,NULL,NULL,NULL
14,2025-01-04 17:47:21.1977198,pagina 13,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""http://www.fiocruz.br/biosseguranca/Bis/infantil/araraazul.jpg"" alt="""" width=""320"" height=""258"" /></p>",Chave,13,NULL,NULL,NULL
15,2025-01-04 17:47:21.2053036,pagina 14,2,1,NULL,0,0,"<p style=""text-align: center;""><iframe title=""OS 5 INSETOS MAIS PERIGOSOS DO MUNDO! | RICHARD RASMUSSEN"" src=""https://www.youtube.com/embed/ZpKZpv7XGsY"" width=""320"" height=""560"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",Chave,14,NULL,NULL,NULL
16,2025-01-04 17:47:21.2132249,pagina 15,2,1,NULL,0,0,"<p style=""text-align: center;""><iframe title=""&quot;Explorando a Eleg&acirc;ncia Natural: Conhe&ccedil;a a Fascinante Palmeira Azul de Madagascar 🌴💙"" src=""https://www.youtube.com/embed/9-EOAxUcwiA"" width=""320"" height=""560"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",Chave,15,NULL,NULL,NULL
17,2025-01-04 17:47:21.2230953,pagina 16,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://blog.cobasi.com.br/wp-content/webpc-passthru.php?src=https://blog.cobasi.com.br/wp-content/uploads/2020/07/Tipos-de-orqui%CC%81deas-Phalaenopsis.png&amp;nocache=1"" alt="""" width=""320"" height=""213"" /></p>",Chave,16,NULL,NULL,NULL
18,2025-01-04 17:47:21.2284966,pagina 17,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://images.tcdn.com.br/img/img_prod/660625/orquidea_cattleya_blc_durigan_big_spots_adulta_1113_1_8900f911dbede8793c3bf2dc131fb647.jpg"" alt="""" width=""320"" height=""320"" /></p>",Chave,17,NULL,NULL,NULL
19,2025-01-04 17:47:21.2330214,pagina 18,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://static.giulianaflores.com.br/images/product/27330gg.jpg?ims=405x405"" alt="""" width=""320"" height=""320"" /></p>",Chave,18,NULL,NULL,NULL
20,2025-01-04 17:47:21.2375638,pagina 19,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://s2.glbimg.com/7dJjXrhNzxwRW4jboPSWiEuZZ5Q=/620x620/smart/e.glbimg.com/og/ed/f/original/2022/07/22/orquidea-cymbidium-como-cuidar-e-cultivar-5.jpg"" alt="""" width=""320"" height=""320"" /></p>",Chave,19,NULL,NULL,NULL
21,2025-01-04 17:47:21.2432377,pagina 20,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://weflores.com/wp-content/uploads/Orqu%C3%ADdea-phalaenopsis-cascata-pink-em-vaso-riscatto.jpg"" alt="""" width=""320"" height=""320"" /></p>",Chave,20,NULL,NULL,NULL
22,2025-01-04 17:47:21.2522002,pagina 21,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://http2.mlstatic.com/D_NQ_NP_774145-MLB41462303073_042020-O.webp"" alt="""" width=""320"" height=""320"" /></p>",Chave,21,NULL,NULL,NULL
23,2025-01-04 17:47:21.2594118,pagina 22,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://http2.mlstatic.com/D_NQ_NP_2X_951320-MLB48602367585_122021-F.webp"" alt="""" width=""320"" height=""320"" /></p>",Chave,22,NULL,NULL,NULL
24,2025-01-04 17:47:21.2642950,pagina 23,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://static.mundoeducacao.uol.com.br/mundoeducacao/conteudo_legenda/c4f684947cd4a982e58416940e5ea7c1.jpg"" alt="""" width=""320"" height=""214"" /></p>",Chave,23,NULL,NULL,NULL
25,2025-01-04 17:47:21.2694658,pagina 24,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://www.tgservices.com.br/wp-content/uploads/2021/10/26-10-2021.jpg"" alt="""" width=""320"" height=""200"" /></p>",Chave,24,NULL,NULL,NULL
26,2025-01-04 17:47:21.2753101,pagina 25,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://emsinapse.files.wordpress.com/2021/09/louva-deus-653x330-1.jpg"" alt="""" width=""320"" height=""162"" /></p>",Chave,25,NULL,NULL,NULL
27,2025-01-04 17:47:21.2805738,pagina 26,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://scontent.fiza4-1.fna.fbcdn.net/v/t1.18169-9/13331074_1813075485589893_2720588748137086315_n.jpg?_nc_cat=105&amp;ccb=1-7&amp;_nc_sid=c2f564&amp;_nc_ohc=6qQPmnz-0eoAX_AD6-E&amp;_nc_ht=scontent.fiza4-1.fna&amp;oh=00_AfAr5C_St05ZZed7c2yob_t7fyErJvBeAtK_ENelgSj10A&amp;oe=6554A8E9"" alt="""" width=""320"" height=""193"" /></p>",Chave,26,NULL,NULL,NULL
28,2025-01-04 17:47:21.2856608,pagina 27,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://integralismo.org.br/wp-content/uploads/2019/05/9222c546c490561f6c8f63e6d35ffad8.jpg"" alt="""" width=""320"" height=""240"" /></p>",Pagina,27,NULL,NULL,NULL
29,2025-01-04 17:47:21.2914591,pagina 28,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://static.biologianet.com/2020/05/onca-pintada.jpg"" alt="""" width=""320"" height=""213"" /></p>",Pagina,28,NULL,NULL,NULL
30,2025-01-04 17:47:21.2967321,pagina 29,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://portalamazonia.com/images/p/24827/Foto_1_WWF_AFP.jpg"" alt="""" width=""320"" height=""213"" /></p>",Pagina,29,NULL,NULL,NULL
31,2025-01-04 17:47:21.3025955,pagina 30,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://www.aqualovers.pt/images/42/amphiprion-ocellaris_large.jpg"" alt="""" width=""320"" height=""320"" /></p>",Pagina,30,NULL,NULL,NULL
32,2025-01-04 17:47:21.3089732,pagina 31,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://static.mundoeducacao.uol.com.br/mundoeducacao/2022/05/peixe-leao.jpg"" alt="""" width=""320"" height=""213"" /></p>",Pagina,31,NULL,NULL,NULL
33,2025-01-04 17:47:21.3147754,pagina 32,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://euamomeusanimais.com.br/wp-content/uploads/2013/10/Cavalo-Marinho-800x500.jpg"" alt="""" width=""320"" height=""200"" /></p>",Pagina,32,NULL,NULL,NULL
34,2025-01-04 17:47:21.3195089,pagina 33,2,1,NULL,0,0,"<p style=""text-align: center;""><iframe title=""HIPPOCAMPUS, UM PEIXE MITOL&Oacute;GICO! | RICHARD RASMUSSEN"" src=""https://www.youtube.com/embed/_qRM-gmgMXY"" width=""320"" height=""560"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",Pagina,33,NULL,NULL,NULL
35,2025-01-04 17:47:21.3249716,pagina 34,2,1,NULL,0,0,"<p style=""text-align: center;""><iframe title=""VOC&Ecirc; J&Aacute; NADOU COM CARPAS? | RICHARD RASMUSSEN"" src=""https://www.youtube.com/embed/tIafILj-GEs"" width=""320"" height=""560"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",Pagina,34,NULL,NULL,NULL
36,2025-01-04 17:47:21.3366566,pagina 35,2,1,NULL,0,0,"<p style=""text-align: center;""><iframe title=""A ON&Ccedil;A-PRETA | QUE BICHO &Eacute; ESSE? | RICHARD RASMUSSEN"" src=""https://www.youtube.com/embed/_TOKrAiFw-Q"" width=""320"" height=""560"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",Pagina,35,NULL,NULL,NULL
37,2025-01-04 17:47:21.3418870,pagina 36,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://s2-g1.glbimg.com/_X7Js0_sNHtd1FWxqDlMTzjvXL8=/0x0:5026x3351/1000x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/B/q/nPhGJKROiGDvdNNsvxIw/mg-4968.jpg"" alt="""" width=""320"" height=""213"" /></p>
<div>
<p>Conhecidas por on&ccedil;a-preta ou 'pantera negra', as on&ccedil;as-pintadas com pelagem escura possuem essa caracter&iacute;stica marcante gra&ccedil;as a uma muta&ccedil;&atilde;o gen&eacute;tica, que as tornam felinos mel&acirc;nicos. ""<span class=""highlight highlighted"">O melanismo &eacute; uma muta&ccedil;&atilde;o que eleva a produ&ccedil;&atilde;o de melanina -&nbsp;</span><span class=""highlight highlighted""><em>prote&iacute;na presente no corpo respons&aacute;vel pela pigmenta&ccedil;&atilde;o preta</em></span><span class=""highlight highlighted"">.</span>&nbsp;Com isso, os indiv&iacute;duos apresentam cor predominantemente escura na superf&iacute;cie do corpo (seja pele, pelagem ou plumagem) em rela&ccedil;&atilde;o ao padr&atilde;o de cor t&iacute;pico da esp&eacute;cie"", explica o bi&oacute;logo e coordenador cient&iacute;fico do On&ccedil;afari, Eduardo Fragoso.</p>
</div>",Pagina,36,NULL,NULL,NULL
38,2025-01-04 17:47:21.3470652,pagina 37,2,1,NULL,0,0,"<p style=""text-align: center;""><iframe title=""ALIMENTANDO UMA ON&Ccedil;A-PINTADA BEB&Ecirc;! | RICHARD RASMUSSEN"" src=""https://www.youtube.com/embed/adSepe5UEVY"" width=""320"" height=""560"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",Pagina,37,NULL,NULL,NULL
39,2025-01-04 17:47:21.3529796,pagina 38,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://i0.wp.com/oeco.org.br/wp-content/uploads/2021/10/SAPO.jpg?w=1920&amp;ssl=1"" alt="""" width=""320"" height=""213"" /></p>",Pagina,38,NULL,NULL,NULL
40,2025-01-04 17:47:21.3590298,pagina 39,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://s4.static.brasilescola.uol.com.br/be/2020/10/sapos.jpg"" alt="""" width=""320"" height=""213"" /></p>",Pagina,39,NULL,NULL,NULL
41,2025-01-04 17:47:21.3645191,pagina 40,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://www.anfibiosdasaraucarias.com.br/assets/img/anfibios/boana-cf-curupi-jonas-toscan.jpg"" alt="""" width=""320"" height=""240"" /></p>",Pagina,40,NULL,NULL,NULL
42,2025-01-04 17:47:21.3724592,pagina 41,2,1,NULL,0,0,"<p style=""text-align: center;""><iframe title=""A ARANHA COMEDORA DA P&Aacute;SSAROS! | RICHARD RASMUSSEN"" src=""https://www.youtube.com/embed/BHdyUaVz3Os"" width=""320"" height=""560"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>",Pagina,41,NULL,NULL,NULL
43,2025-01-04 17:47:21.3776428,pagina 42,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://www.infoescola.com/wp-content/uploads/2014/01/DSC09768.jpg"" alt="""" width=""320"" height=""256"" /></p>",Pagina,42,NULL,NULL,NULL
44,2025-01-04 17:47:21.3835735,pagina 43,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://mid.curitiba.pr.gov.br/2021/capa/00308006.jpg"" alt="""" width=""320"" height=""180"" /></p>",Pagina,43,NULL,NULL,NULL
45,2025-01-04 17:47:21.3888139,pagina 44,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://kelldrin.com.br/wp-content/uploads/2020/11/Aranha-Viuva-negra.jpg"" alt="""" width=""320"" height=""209"" /></p>",Pagina,44,NULL,NULL,NULL
46,2025-01-04 17:47:21.3936208,pagina 45,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://p2.trrsf.com/image/fget/cf/774/0/images.terra.com/2023/08/09/meet-the-persian-gold-qe4bp4ahj48o.jpg"" alt="""" width=""320"" height=""213"" /></p>",Pagina,45,NULL,NULL,NULL
47,2025-01-04 17:47:21.3983178,pagina 46,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://www.coisasdaroca.com/wp-content/uploads/2023/05/Aranha-da-areia.jpg"" alt="""" width=""320"" height=""173"" /></p>",Pagina,46,NULL,NULL,NULL
48,2025-01-04 17:47:21.4048930,pagina 47,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://p2.trrsf.com/image/fget/cf/774/0/images.terra.com/2018/09/24/lirios-brancos-foto-independent-agriculture.jpg"" alt="""" width=""320"" height=""240"" /></p>",Pagina,47,NULL,NULL,NULL
49,2025-01-04 17:47:21.4109269,pagina 48,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdnm.westwing.com.br/glossary/uploads/br/2022/11/18183507/L%C3%ADrio-Amarelo-Pixabay.jpg"" alt="""" width=""320"" height=""205"" /></p>",Pagina,48,NULL,NULL,NULL
50,2025-01-04 17:47:21.4217938,pagina 49,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cptstatic.s3.amazonaws.com/imagens/enviadas/materias/materia8034/producao-de-lirios-propagacao-plantio-adubacao-e-cultivo-cpt.jpg"" alt="""" width=""320"" height=""240"" /></p>",Pagina,49,NULL,NULL,NULL
51,2025-01-04 17:47:21.4270566,pagina 50,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://static.giulianaflores.com.br/images/product/24621gg.jpg?ims=405x405"" alt="""" width=""320"" height=""320"" /></p>",Pagina,50,NULL,NULL,NULL
52,2025-01-04 17:47:21.4321401,pagina 51,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://www.cameliadecor.com.br/upload/produto/imagem/l-rio-rosa-nude-3.jpg"" alt="""" width=""320"" height=""320"" /></p>",Pagina,51,NULL,NULL,NULL
53,2025-01-04 17:47:21.4387989,pagina 52,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://62530.cdn.lojaquevende.com.br/static/62530/sku/plantas-ornamentais-lirio-laranja--p-1610131042637.png"" alt="""" width=""320"" height=""248"" /></p>",Pagina,52,NULL,NULL,NULL
54,2025-01-04 17:47:21.4463122,pagina 53,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://images.tcdn.com.br/img/img_prod/799330/lirio_asiatico_brindisi_1239_1_20200525104549.jpg"" alt="""" width=""320"" height=""320"" /></p>",Pagina,53,NULL,NULL,NULL
55,2025-01-04 17:47:21.4538991,pagina 54,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdnm.westwing.com.br/glossary/uploads/br/2023/08/11191434/lirio-azul.png"" alt="""" width=""320"" height=""205"" /></p>",Pagina,54,NULL,NULL,NULL
56,2025-01-04 17:47:21.4626569,pagina 55,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://florasantaclara.com.br/wp-content/uploads/2022/12/4-motivos-para-presentear-com-um-buque-de-lirio.jpg"" alt="""" width=""320"" height=""214"" /></p>",Pagina,55,NULL,NULL,NULL
57,2025-01-04 17:47:21.4746585,pagina 56,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://sp-ao.shortpixel.ai/client/to_auto,q_glossy,ret_img,w_600,h_600/https://lucianagonzalez.com.br/wp-content/uploads/2019/11/LIRIO-LARANJA-2019.jpg"" alt="""" width=""320"" height=""320"" /></p>",Pagina,56,NULL,NULL,NULL
58,2025-01-04 17:47:21.4836536,pagina 57,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://cdn.leroymerlin.com.br/products/lirio_pote_12_89203324_0001_600x600.jpg"" alt="""" width=""320"" height=""320"" /></p>",Pagina,57,NULL,NULL,NULL
59,2025-01-04 17:47:21.4897918,pagina 58,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""http://www.portal.zoo.bio.br/local/cache-vignettes/L560xH421/red_crab-001-1c7b2.jpg?1638638127"" alt="""" width=""320"" height=""241"" /></p>",Pagina,58,NULL,NULL,NULL
60,2025-01-04 17:47:21.4966983,pagina 59,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://media.gazetadopovo.com.br/vozes/2015/12/caranguejo-ar-b3f23706.jpg"" alt="""" width=""320"" height=""213"" /></p>",Pagina,59,NULL,NULL,NULL
61,2025-01-04 17:47:21.5264224,pagina 60,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://s2-umsoplaneta.glbimg.com/Ly-PEzWE8Kp3uMHDMymuuu2gUEE=/0x0:1280x853/888x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_7d5b9b5029304d27b7ef8a7f28b4d70f/internal_photos/bs/2021/o/V/OV4Z0rSmSmgC0VUv8KsA/whatsapp-image-2021-08-31-at-09.56.21.jpeg"" alt="""" width=""320"" height=""213"" /></p>",Pagina,60,NULL,NULL,NULL
62,2025-01-04 17:47:21.5404237,pagina 61,2,1,NULL,0,0,"<p><img style=""display: block; margin-left: auto; margin-right: auto;"" src=""https://istoedinheiro.com.br/wp-content/uploads/sites/17/2019/11/3_din1147_cobica3.jpg?x46096"" alt="""" width=""320"" height=""180"" /></p>",Pagina,61,NULL,NULL,NULL
